taxa	taxid	superkingdom	clade	kingdom	family	genus
Rothia mucilaginosa	43675	Bacteria	Terrabacteria group	NA	Micrococcaceae	Rothia
Rothia aeria	172042	Bacteria	Terrabacteria group	NA	Micrococcaceae	Rothia
Rothia dentocariosa	2047	Bacteria	Terrabacteria group	NA	Micrococcaceae	Rothia
Rothia kristinae	37923	Bacteria	Terrabacteria group	NA	Micrococcaceae	Rothia
Rothia amarae	169480	Bacteria	Terrabacteria group	NA	Micrococcaceae	Rothia
Citricoccus sp. SGAir0253	2567881	Bacteria	Terrabacteria group	NA	Micrococcaceae	Citricoccus
Paenarthrobacter sp. R1	3049085	Bacteria	Terrabacteria group	NA	Micrococcaceae	Paenarthrobacter
Paenarthrobacter sp. JL.01a	2979324	Bacteria	Terrabacteria group	NA	Micrococcaceae	Paenarthrobacter
Pseudarthrobacter sp. L1SW	2851598	Bacteria	Terrabacteria group	NA	Micrococcaceae	Pseudarthrobacter
Pseudarthrobacter sp. NS4	2973976	Bacteria	Terrabacteria group	NA	Micrococcaceae	Pseudarthrobacter
Auritidibacter ignavus	678932	Bacteria	Terrabacteria group	NA	Micrococcaceae	Auritidibacter
Nesterenkonia pannonica	1548602	Bacteria	Terrabacteria group	NA	Micrococcaceae	Nesterenkonia
Glutamicibacter nicotianae	37929	Bacteria	Terrabacteria group	NA	Micrococcaceae	Glutamicibacter
Glutamicibacter sp. ZJUTW	1155384	Bacteria	Terrabacteria group	NA	Micrococcaceae	Glutamicibacter
Glutamicibacter creatinolyticus	162496	Bacteria	Terrabacteria group	NA	Micrococcaceae	Glutamicibacter
Glutamicibacter arilaitensis	256701	Bacteria	Terrabacteria group	NA	Micrococcaceae	Glutamicibacter
Glutamicibacter protophormiae	37930	Bacteria	Terrabacteria group	NA	Micrococcaceae	Glutamicibacter
Pseudoglutamicibacter albus	98671	Bacteria	Terrabacteria group	NA	Micrococcaceae	Pseudoglutamicibacter
Sinomonas atrocyanea	37927	Bacteria	Terrabacteria group	NA	Micrococcaceae	Sinomonas
Renibacterium salmoninarum	1646	Bacteria	Terrabacteria group	NA	Micrococcaceae	Renibacterium
Paeniglutamicibacter sp. Y32M11	2853258	Bacteria	Terrabacteria group	NA	Micrococcaceae	Paeniglutamicibacter
Microbacterium caowuchunii	2614638	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. cx-55	2875948	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. No. 7	1714373	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. KACC 23027	3028316	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. str. 'China'	2103230	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. ET2 (Ac-2212)	3050384	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. NIBRBAC000506063	2734618	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. nov. GSS16	3019890	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. zg-Y1090	3049073	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. CGR1	1696072	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. ABRD28	2268461	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. JZ31	1906274	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. Se63.02b	2709304	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. zg-Y625	3049071	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium oleivorans	273677	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium hominis	162426	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium testaceum	2033	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium aurum	36805	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium amylolyticum	936337	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium lemovicicum	1072463	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium cremeum	2782169	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium elymi	2909587	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium atlanticum	2782168	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium esteraromaticum	57043	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Curtobacterium citreum	2036	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium sp. TXMA1	2876939	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium sp. TC1	2862880	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium sp. MCPF17_021	2175639	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium sp. MCSS17_005	2175641	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium sp. YC1	2795488	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Curtobacterium flaccumfaciens	2035	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Curtobacterium
Agrococcus sp. Marseille-Q4369	2810513	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agrococcus
Agrococcus sp. SGAir0287	2070347	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agrococcus
Pontimonas salivibrio	1159327	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Pontimonas
Agromyces marinus	1389020	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agromyces
Agromyces mangrovi	1858653	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agromyces
Agromyces protaetiae	2509455	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Agromyces
Leucobacter sp. CX169	2813744	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Leucobacter sp. NB 10	2873270	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Leucobacter allii	2932247	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Leucobacter aridicollis	283878	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Leucobacter denitrificans	683042	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Clavibacter michiganensis	28447	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Clavibacter
Clavibacter sp. A6099	2860285	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Clavibacter
Aquiluna borgnonia	2499157	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Aquiluna
Aquiluna sp. KACHI24	2968831	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Aquiluna
Candidatus Rhodoluna planktonica	535712	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Rhodoluna
Frondihabitans sp. PAMC 28766	1795630	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Frondihabitans
Frondihabitans sp. HNR	3031408	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Lysinibacter
Gulosibacter molinativorax	256821	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Gulosibacter
Mycetocola spongiae	2859226	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Mycetocola
Mycetocola zhujimingii	2079792	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Mycetocola
Salinibacterium sp. UTAS2018	2508880	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Salinibacterium
Cnuibacter physcomitrellae	1619308	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Cnuibacter
Rathayibacter festucae	110937	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Rathayibacter
Glaciihabitans sp. INWT7	2596912	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Glaciihabitans
Herbiconiux sp. L3-i23	2905871	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Herbiconiux
Herbiconiux sp. SALV-R1	2735133	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Herbiconiux
Homoserinibacter sp. YIM 151385	2985506	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Homoserinibacter
Naasia aerilata	1162966	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Naasia
Subtercola sp. PAMC28395	2846775	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Subtercola
Microcella sp. MMS21-STM26	2994972	NA	NA	NA	NA	NA
Gryllotalpicola protaetiae	2419771	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Gryllotalpicola
Brevibacterium sp. CS2	2575923	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium sp. JSBI002	2886045	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium sp. SMBL_HHYL_HB1	2777556	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium sp. BRM-1	2999062	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium luteolum	199591	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium casei	33889	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium limosum	2697565	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium aurantiacum	273384	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium zhoupengii	2898795	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Brevibacterium spongiae	2909672	Bacteria	Terrabacteria group	NA	Brevibacteriaceae	Brevibacterium
Serinicoccus profundi	1078471	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Serinicoccus
Serinicoccus hydrothermalis	1758689	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Serinicoccus
Serinicoccus chungangensis	767452	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Serinicoccus
Ornithinimicrobium sp. HY006	2508882	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Ornithinimicrobium
Ornithinimicrobium sp. INDO-MA30-4	2908651	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Ornithinimicrobium
Ornithinimicrobium cryptoxanthini	2934161	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Ornithinimicrobium
Ornithinimicrobium pratense	2593973	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Ornithinimicrobium
Janibacter melonis	262209	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Janibacter
Janibacter limosus	53458	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Janibacter
Janibacter cremeus	1285192	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Janibacter
Phycicoccus sp. HDW14	2714941	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Phycicoccus
Phycicoccus endophyticus	1690220	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Phycicoccus
Tetrasphaera sp. HKS02	1813880	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Nostocoides
Intrasporangium calvum	53358	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Intrasporangium
Arsenicicoccus sp. oral taxon 190	1658671	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Arsenicicoccus
Brachybacterium sp. P6-10-X1	1903186	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Brachybacterium sp. Z12	2759167	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Brachybacterium huguangmaarense	1652028	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Brachybacterium avium	2017485	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Brachybacterium faecium	43669	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Brachybacterium vulturis	2017484	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Brachybacterium saurashtrense	556288	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Devriesea agamarum	472569	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Devriesea
Dermabacter jinjuensis	1667168	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Dermabacter
Dermabacter vaginalis	1630135	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Dermabacter
Cellulomonas fengjieae	2819978	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Cellulomonas sp. C5510	2871170	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Cellulomonas sp. Y8	2591145	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Cellulomonas sp. NS3	2973977	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Cellulomonas wangsupingiae	2968085	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Cellulomonas flavigena	1711	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Cellulomonas fimi	1708	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Paraoerskovia sediminicola	1138587	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Paraoerskovia
Actinotalea sp. JY-7876	2758442	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Actinotalea
Georgenia sp. TF02-10	2917725	Bacteria	Terrabacteria group	NA	Bogoriellaceae	Georgenia
Georgenia wutianyii	2585135	Bacteria	Terrabacteria group	NA	Bogoriellaceae	Georgenia
Allobranchiibius sp. GilTou73	2904523	Bacteria	Terrabacteria group	NA	Dermacoccaceae	Allobranchiibius
Dermacoccus nishinomiyaensis	1274	Bacteria	Terrabacteria group	NA	Dermacoccaceae	Dermacoccus
Dermacoccus sp. PAMC28757	2762331	Bacteria	Terrabacteria group	NA	Dermacoccaceae	Dermacoccus
Barrientosiimonas endolithica	1535208	Bacteria	Terrabacteria group	NA	Dermacoccaceae	Barrientosiimonas
Yimella sp. cx-51	2770551	Bacteria	Terrabacteria group	NA	Dermacoccaceae	Yimella
Ruania zhangjianzhongii	2603206	Bacteria	Terrabacteria group	NA	Ruaniaceae	Ruania
Ruania alkalisoli	2779775	Bacteria	Terrabacteria group	NA	Ruaniaceae	Ruania
Occultella kanbiaonis	2675754	Bacteria	Terrabacteria group	NA	Ruaniaceae	Occultella
Gephyromycinifex aptenodytis	2716227	Bacteria	Terrabacteria group	NA	Dermatophilaceae	Gephyromycinifex
Austwickia chelonae	100225	Bacteria	Terrabacteria group	NA	Dermatophilaceae	Austwickia
Dermatophilus congolensis	1863	Bacteria	Terrabacteria group	NA	Dermatophilaceae	Dermatophilus
Cellulosimicrobium cellulans	1710	Bacteria	Terrabacteria group	NA	Promicromonosporaceae	Cellulosimicrobium
Cellulosimicrobium protaetiae	2587808	Bacteria	Terrabacteria group	NA	Promicromonosporaceae	Cellulosimicrobium
Isoptericola dokdonensis	372663	Bacteria	Terrabacteria group	NA	Promicromonosporaceae	Isoptericola
Isoptericola variabilis	139208	Bacteria	Terrabacteria group	NA	Promicromonosporaceae	Isoptericola
Xylanimonas protaetiae	2509457	Bacteria	Terrabacteria group	NA	Promicromonosporaceae	Xylanimonas
Pengzhenrongella sicca	2819238	Bacteria	Terrabacteria group	NA	NA	Pengzhenrongella
Kytococcus sedentarius	1276	Bacteria	Terrabacteria group	NA	Kytococcaceae	Kytococcus
Tropheryma whipplei	2039	Bacteria	Terrabacteria group	NA	Tropherymataceae	Tropheryma
Beutenbergia cavernae	84757	Bacteria	Terrabacteria group	NA	Beutenbergiaceae	Beutenbergia
Miniimonas sp. S16	2171623	Bacteria	Terrabacteria group	NA	Beutenbergiaceae	Miniimonas
Jonesia denitrificans	43674	Bacteria	Terrabacteria group	NA	Jonesiaceae	Jonesia
Sanguibacter keddieii	60920	Bacteria	Terrabacteria group	NA	Sanguibacteraceae	Sanguibacter
Sanguibacter sp. HDW7	2714931	Bacteria	Terrabacteria group	NA	Sanguibacteraceae	Sanguibacter
Demequina sediminis	1930058	Bacteria	Terrabacteria group	NA	Demequinaceae	Demequina
Cutibacterium acnes	1747	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Cutibacterium
Cutibacterium granulosum	33011	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Cutibacterium
Cutibacterium modestum	2559073	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Cutibacterium
Cutibacterium avidum	33010	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Cutibacterium
Cutibacterium sp. CBA3108	3016342	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Cutibacterium
Propioniciclava sp. MC1595	2760308	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Propioniciclava
Propioniciclava coleopterorum	2714937	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Propioniciclava
Arachnia propionica	1750	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Arachnia
Arachnia rubra	1547448	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Arachnia
Tessaracoccus defluvii	1285901	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Tessaracoccus
Tessaracoccus flavescens	399497	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Tessaracoccus
Tessaracoccus aquimaris	1332264	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Tessaracoccus
Propionibacterium acidifaciens	556499	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Propionibacterium
Propionibacterium freudenreichii	1744	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Propionibacterium
Propionibacterium australiense	119981	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Propionibacterium
Microlunatus sp. Gsoil 973	2672569	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Microlunatus
Microlunatus elymi	2596828	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Microlunatus
Microlunatus phosphovorus	29405	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Microlunatus
Acidipropionibacterium jensenii	1749	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Acidipropionibacterium
Acidipropionibacterium acidipropionici	1748	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Acidipropionibacterium
Vaginimicrobium propionicum	1871034	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Vaginimicrobium
Brooklawnia sp. SH051	3041175	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Brooklawnia
Raineyella fluvialis	2662261	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Raineyella
Nocardioides sp. B-3	2895565	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. JS614	196162	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. QY071	3044187	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. S5	2017486	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. LMS-CY	2840457	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. zg-1228	2763008	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. S-1144	2582905	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. Arc9.136	2996826	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. TF02-7	2917724	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. JQ2195	2592334	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. HDW12B	2714939	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sp. WS12	2486272	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides coralli	2872154	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides panacisoli	627624	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides okcheonensis	2894081	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides marmotae	2663857	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides dokdonensis	450734	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides marinisabuli	419476	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides cynanchi	2558918	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides mesophilus	433659	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides aquaticus	160826	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides sambongensis	2589074	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides rotundus	1774216	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides humi	449461	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides dongkuii	2760089	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides faecalis	2803858	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Nocardioides pantholopis	2483798	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Nocardioides
Aeromicrobium erythreum	2041	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Aeromicrobium
Aeromicrobium sp. Leaf245	1736306	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Aeromicrobium
Micropruina glycogenica	75385	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Micropruina
Mumia sp. ZJ1417	2708082	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Mumia
Pimelobacter simplex	2045	Bacteria	Terrabacteria group	NA	Nocardioidaceae	Pimelobacter
