taxa	taxid	superkingdom	clade	kingdom	family	genus
Citrobacter freundii	546	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Dickeya dadantii	204038	Bacteria	NA	NA	Pectobacteriaceae	Dickeya
Pseudomonas oryzihabitans	47885	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas psychrotolerans	237610	NA	NA	NA	NA	NA
Avibacterium sp. 20-132	2911526	Bacteria	NA	NA	Pasteurellaceae	Avibacterium
Dokdonella koreensis	323415	Bacteria	NA	NA	Rhodanobacteraceae	Dokdonella
Aeromonas caviae	648	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Photobacterium phosphoreum	659	Bacteria	NA	NA	Vibrionaceae	Photobacterium
Agrobacterium pusense	648995	Bacteria	NA	NA	Rhizobiaceae	Agrobacterium
Rhizobium oryzihabitans	2267833	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Sphingomonas koreensis	93064	Bacteria	NA	NA	Sphingomonadaceae	Sphingomonas
Brevundimonas sp.	1871086	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Brevundimonas diminuta	293	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Brevundimonas albigilva	1312364	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Caulobacter segnis	88688	Bacteria	NA	NA	Caulobacteraceae	Caulobacter
Paracoccus sp. SMMA_5_TC	2654280	Bacteria	NA	NA	Paracoccaceae	Paracoccus
Burkholderia cepacia	292	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Burkholderia pseudomallei	28450	Bacteria	NA	NA	Burkholderiaceae	Burkholderia
Ottowia oryzae	2109914	Bacteria	NA	NA	Comamonadaceae	Ottowia
Pigmentiphaga sp. H8	2488560	Bacteria	NA	NA	Alcaligenaceae	Pigmentiphaga
Ferribacterium limneticum	76259	Bacteria	NA	NA	Azonexaceae	Ferribacterium
Actinoplanes friuliensis	196914	Bacteria	Terrabacteria group	NA	Micromonosporaceae	Actinoplanes
Mycolicibacterium vaccae	1810	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Corynebacterium minutissimum	38301	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Streptomyces sp. AM 2-1-1	3028709	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces spectabilis	68270	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Kocuria palustris	71999	Bacteria	Terrabacteria group	NA	Micrococcaceae	Kocuria
Brachybacterium ginsengisoli	1331682	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Georgenia wutianyii	2585135	Bacteria	Terrabacteria group	NA	Bogoriellaceae	Georgenia
Tessaracoccus flavus	1610493	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Tessaracoccus
Selenomonas sp. oral taxon 478	712538	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Selenomonas sp. oral taxon 920	1884263	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Selenomonas sputigena	69823	Bacteria	Terrabacteria group	NA	Selenomonadaceae	Selenomonas
Calothrix sp. NIES-4071	2005469	Bacteria	Terrabacteria group	NA	Calotrichaceae	Calothrix
Prevotella sp. oral taxon 475	712471	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Pseudoprevotella muciniphila	2133944	Bacteria	FCB group	NA	Prevotellaceae	Pseudoprevotella
Phocaeicola dorei	357276	Bacteria	FCB group	NA	Bacteroidaceae	Phocaeicola
Leptotrichia sp. oral taxon 218	712361	Bacteria	NA	NA	Leptotrichiaceae	Leptotrichia
Campylobacter rectus	203	Bacteria	NA	NA	Campylobacteraceae	Campylobacter
Persephonella marina	309805	Bacteria	NA	NA	Hydrogenothermaceae	Persephonella
Candidatus Endomicrobium trichonymphae	1408204	Bacteria	NA	NA	Endomicrobiaceae	Endomicrobium
Methanonatronarchaeum sp. AMET-Sl	3037654	Archaea	NA	NA	Methanonatronarchaeaceae	Methanonatronarchaeum
Evevirus ev239	2955874	Viruses	Duplodnaviria	Heunggongvirae	Peduoviridae	Evevirus
Mardivirus meleagridalpha1	3050320	Viruses	Duplodnaviria	Heunggongvirae	Orthoherpesviridae	Mardivirus
Enterobacter bugandensis	881260	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Pantoea agglomerans	549	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pantoea sp. Z09	2886821	Bacteria	NA	NA	Erwiniaceae	Pantoea
Kalamiella piersonii	2364647	Bacteria	NA	NA	Erwiniaceae	Pantoea
Pseudomonas mosselii	78327	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Acinetobacter sp. LUNF3	2925837	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Xanthomonas translucens	343	Bacteria	NA	NA	Lysobacteraceae	Xanthomonas
Vibrio vulnificus	672	Bacteria	NA	NA	Vibrionaceae	Vibrio
Brucella anthropi	529	Bacteria	NA	NA	Brucellaceae	Brucella
Bosea sp. PAMC 26642	1792307	Bacteria	NA	NA	Boseaceae	Bosea
Pseudorhizobium banfieldiae	1125847	Bacteria	NA	NA	Rhizobiaceae	Pseudorhizobium
Aminobacter sp. SS-2016	1870862	Bacteria	NA	NA	Phyllobacteriaceae	Aminobacter
Caulobacter sp. NIBR2454	3015996	Bacteria	NA	NA	Caulobacteraceae	Caulobacter
Sphingomonas bisphenolicum	296544	Bacteria	NA	NA	Sphingomonadaceae	Sphingomonas
Ralstonia mannitolilytica	105219	Bacteria	NA	NA	Burkholderiaceae	Ralstonia
Cupriavidus metallidurans	119219	Bacteria	NA	NA	Burkholderiaceae	Cupriavidus
Pandoraea pnomenusa	93220	Bacteria	NA	NA	Burkholderiaceae	Pandoraea
Massilia sp. H6	2970464	Bacteria	NA	NA	Oxalobacteraceae	Massilia
Mycobacterium branderi	43348	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycolicibacterium mucogenicum	56689	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Lawsonella clevelandensis	1528099	Bacteria	Terrabacteria group	NA	Lawsonellaceae	Lawsonella
Streptomyces sp. HUAS 2-6	3004093	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. Go40/10	2825844	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Microlunatus phosphovorus	29405	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Microlunatus
Microbacterium suwonense	683047	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Streptococcus sp. oral taxon 431	712633	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus sanguinis	1305	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus koreensis	2382163	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus cristatus	45634	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Lactococcus cremoris	1359	Bacteria	Terrabacteria group	NA	Streptococcaceae	Lactococcus
Lacticaseibacillus rhamnosus	47715	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lacticaseibacillus
Paenibacillus odorifer	189426	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Veillonella nakazawae	2682456	Bacteria	Terrabacteria group	NA	Veillonellaceae	Veillonella
Caldinitratiruptor microaerophilus	671077	Bacteria	Terrabacteria group	NA	Symbiobacteriaceae	Caldinitratiruptor
Meiothermus ruber	277	Bacteria	Terrabacteria group	NA	Thermaceae	Meiothermus
Nostoc sp. C057	2576903	Bacteria	Terrabacteria group	NA	Nostocaceae	Nostoc
Capnocytophaga ochracea	1018	Bacteria	FCB group	NA	Flavobacteriaceae	Capnocytophaga
Thermodesulfobacterium geofontis	1295609	Bacteria	NA	NA	Thermodesulfobacteriaceae	Thermodesulfobacterium
Sarcocystis neurona	42890	Eukaryota	Sar	NA	Sarcocystidae	Sarcocystis
Yersinia pseudotuberculosis	633	Bacteria	NA	NA	Yersiniaceae	Yersinia
Pseudomonas veronii	76761	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Aeromonas hydrophila	644	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Halomonas sp. 3H	2952527	Bacteria	NA	NA	Halomonadaceae	Halomonas
Halomonas sp. A40-4	2785909	Bacteria	NA	NA	Halomonadaceae	Halomonas
Halomonas sp. R57-5	1610576	Bacteria	NA	NA	Halomonadaceae	Halomonas
Vibrio harveyi	669	Bacteria	NA	NA	Vibrionaceae	Vibrio
Granulosicoccus antarcticus	437505	Bacteria	NA	NA	Granulosicoccaceae	Granulosicoccus
Bradyrhizobium sp.	376	Bacteria	NA	NA	Nitrobacteraceae	Bradyrhizobium
Methylobacterium sp. WL1	2603276	Bacteria	NA	NA	Methylobacteriaceae	Methylobacterium
Skermanella pratensis	2233999	Bacteria	NA	NA	Azospirillaceae	Skermanella
Paraburkholderia acidiphila	2571747	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Bordetella hinzii	103855	Bacteria	NA	NA	Alcaligenaceae	Bordetella
Dechloromonas denitrificans	281362	Bacteria	NA	NA	Azonexaceae	Dechloromonas
Corynebacterium kefirresidentii	1979527	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Gordonia bronchialis	2054	Bacteria	Terrabacteria group	NA	Gordoniaceae	Gordonia
Streptomyces sp. FXJ1.172	710705	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces bathyalis	2710756	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces yangpuensis	1648182	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Arthrobacter sp. PAMC 25486	1494608	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Cutibacterium modestum	2559073	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Cutibacterium
Schaalia meyeri	52773	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Schaalia
Actinomyces sp. oral taxon 171	706438	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Actinomyces naeslundii	1655	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Saccharopolyspora erythraea	1836	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharopolyspora
Xiamenia xianingshaonis	2682776	Bacteria	Terrabacteria group	NA	Eggerthellaceae	Xiamenia
Thermus brockianus	56956	Bacteria	Terrabacteria group	NA	Thermaceae	Thermus
Meiothermus taiwanensis	172827	Bacteria	Terrabacteria group	NA	Thermaceae	Meiothermus
Marinithermus hydrothermalis	186192	Bacteria	Terrabacteria group	NA	Thermaceae	Marinithermus
Streptococcus gordonii	1302	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Granulicatella adiacens	46124	Bacteria	Terrabacteria group	NA	Carnobacteriaceae	Granulicatella
Lactiplantibacillus plantarum	1590	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactiplantibacillus
Staphylococcus cohnii	29382	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Gemella haemolysans	1379	Bacteria	Terrabacteria group	NA	Gemellaceae	Gemella
Bacillus thuringiensis	1428	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Veillonella dispar	39778	Bacteria	Terrabacteria group	NA	Veillonellaceae	Veillonella
Porphyromonas somerae	322095	Bacteria	FCB group	NA	Porphyromonadaceae	Porphyromonas
Bacteroides uniformis	820	Bacteria	FCB group	NA	Bacteroidaceae	Bacteroides
Capnocytophaga sp. FDAARGOS_737	2545799	Bacteria	FCB group	NA	Flavobacteriaceae	Capnocytophaga
Poriferisphaera corsica	2528020	Bacteria	PVC group	NA	Phycisphaeraceae	Poriferisphaera
Treponema phagedenis	162	Bacteria	NA	NA	Treponemataceae	Treponema
Methanosarcina sp. MTP4	1434100	Archaea	Stenosarchaea group	NA	Methanosarcinaceae	Methanosarcina
Halorussus sp. YCN54	2953750	Archaea	Stenosarchaea group	NA	Haladaptataceae	Halorussus
Klebsiella oxytoca	571	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Pseudomonas azotoformans	47878	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas synxantha	47883	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. CFSAN084952	2664899	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. ADAK18	2730848	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas asiatica	2219225	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas tohonis	2725477	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Lysobacter oculi	2698682	Bacteria	NA	NA	Lysobacteraceae	Lysobacter
Xanthomonas citri	346	Bacteria	NA	NA	Lysobacteraceae	Xanthomonas
Brucella sp. BO2	693750	Bacteria	NA	NA	Brucellaceae	Brucella
Methylobacterium organophilum	410	Bacteria	NA	NA	Methylobacteriaceae	Methylobacterium
Methylocella tundrae	227605	Bacteria	NA	NA	Beijerinckiaceae	Methylocella
Brevundimonas sp. NIBR11	3015999	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Sphingomonas aerolata	185951	Bacteria	NA	NA	Sphingomonadaceae	Sphingomonas
Methylibium sp. Pch-M	2082386	Bacteria	NA	NA	Sphaerotilaceae	Methylibium
Roseateles sp. BIM B-1768	2978473	Bacteria	NA	NA	Sphaerotilaceae	Roseateles
Bordetella bronchiseptica	518	Bacteria	NA	NA	Alcaligenaceae	Bordetella
Neisseria elongata	495	Bacteria	NA	NA	Neisseriaceae	Neisseria
Streptomyces gilvosporeus	553510	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Devriesea agamarum	472569	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Devriesea
Lentzea guizhouensis	1586287	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Lentzea
Streptococcus lactarius	684066	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Lactococcus lactis	1358	Bacteria	Terrabacteria group	NA	Streptococcaceae	Lactococcus
Staphylococcus pseudintermedius	283734	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Gloeothece verrucosa	2546359	Bacteria	Terrabacteria group	NA	Aphanothecaceae	Gloeothece
Hoylesella enoeca	76123	Bacteria	FCB group	NA	Prevotellaceae	Hoylesella
Epilithonimonas vandammei	2487072	Bacteria	FCB group	NA	Weeksellaceae	Epilithonimonas
Treponema vincentii	69710	Bacteria	NA	NA	Treponemataceae	Treponema
Tequatrovirus kaw	2844208	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Tequatrovirus
Roseolovirus humanbeta7	3050298	Viruses	Duplodnaviria	Heunggongvirae	Orthoherpesviridae	Roseolovirus
Colobine gammaherpesvirus 1	2597325	Viruses	Duplodnaviria	Heunggongvirae	Orthoherpesviridae	Rhadinovirus
Pandoravirus salinus	1349410	Viruses	NA	NA	NA	Pandoravirus
Amdoparvovirus carnivoran1	3051624	Viruses	Monodnaviria	Shotokuvirae	Parvoviridae	Amdoparvovirus
Paratrypanosoma confusum	1470209	Eukaryota	Discoba	NA	Trypanosomatidae	Paratrypanosoma
Klebsiella michiganensis	1134687	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Pseudomonas simiae	321846	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. B111	2944252	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas fragi	296	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Acinetobacter ursingii	108980	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Haemophilus parahaemolyticus	735	Bacteria	NA	NA	Pasteurellaceae	Haemophilus
Sinorhizobium meliloti	382	Bacteria	NA	NA	Rhizobiaceae	Sinorhizobium
Brucella suis	29461	Bacteria	NA	NA	Brucellaceae	Brucella
Sphingomonas melonis	152682	Bacteria	NA	NA	Sphingomonadaceae	Sphingomonas
Rhodoferax sp. BAB1	2741720	Bacteria	NA	NA	Comamonadaceae	Rhodoferax
[Acidovorax] ebreus	721785	Bacteria	NA	NA	Comamonadaceae	Diaphorobacter
Ramlibacter tataouinensis	94132	Bacteria	NA	NA	Comamonadaceae	Ramlibacter
Comamonas antarctica	2743470	Bacteria	NA	NA	Comamonadaceae	Comamonas
Mycolicibacterium litorale	758802	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Corynebacterium fournieri	1852390	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium felinum	131318	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Streptomyces sp. NEAU-S7GS2	2202000	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces griseorubiginosus	67304	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces finlayi	67296	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces tubbatahanensis	2923272	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Propionibacterium acidifaciens	556499	Bacteria	Terrabacteria group	NA	Propionibacteriaceae	Propionibacterium
Micrococcus luteus	1270	Bacteria	Terrabacteria group	NA	Micrococcaceae	Micrococcus
Acidothermus cellulolyticus	28049	Bacteria	Terrabacteria group	NA	Acidothermaceae	Acidothermus
Lactobacillus gasseri	1596	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Streptobacillus moniliformis	34105	Bacteria	NA	NA	Leptotrichiaceae	Streptobacillus
Pandoravirus dulcis	1349409	Viruses	NA	NA	NA	Pandoravirus
Trichoderma atroviride	63577	Eukaryota	Opisthokonta	Fungi	Hypocreaceae	Trichoderma
Buchnera aphidicola	9	Bacteria	NA	NA	Erwiniaceae	Buchnera
Pseudomonas sp. SXM-1	2169583	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. LG1E9	2219057	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas putida	303	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas vanderleydeniana	2745495	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Acinetobacter sp. NCu2D-2	1608473	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Haemophilus haemolyticus	726	Bacteria	NA	NA	Pasteurellaceae	Haemophilus
Haemophilus sp. oral taxon 036	712310	Bacteria	NA	NA	Pasteurellaceae	Haemophilus
Aggregatibacter sp. oral taxon 513	712150	Bacteria	NA	NA	Pasteurellaceae	Aggregatibacter
Aggregatibacter sp. 2125159857	2820817	Bacteria	NA	NA	Pasteurellaceae	Aggregatibacter
Shewanella sp. FJAT-51649	2864210	Bacteria	NA	NA	Shewanellaceae	Shewanella
Agrobacterium fabrum	1176649	Bacteria	NA	NA	Rhizobiaceae	Agrobacterium
Sphingopyxis sp. DBS4	2968500	Bacteria	NA	NA	Sphingomonadaceae	Sphingopyxis
Sphingomonas sp. PAMB00755	3012344	Bacteria	NA	NA	Sphingomonadaceae	Sphingomonas
Sphingomonas radiodurans	2890321	Bacteria	NA	NA	Sphingomonadaceae	Sphingomonas
Parasphingorhabdus halotolerans	2725558	Bacteria	NA	NA	Sphingomonadaceae	Parasphingorhabdus
Paracoccus fistulariae	658446	Bacteria	NA	NA	Paracoccaceae	Paracoccus
Acidibrevibacterium fodinaquatile	1969806	Bacteria	NA	NA	Acetobacteraceae	Acidibrevibacterium
Cupriavidus sp. USMAA2-4	876364	Bacteria	NA	NA	Burkholderiaceae	Cupriavidus
Acidovorax sp. RAC01	1842533	Bacteria	NA	NA	Comamonadaceae	Acidovorax
Variovorax paradoxus	34073	Bacteria	NA	NA	Comamonadaceae	Variovorax
Collimonas arenae	279058	Bacteria	NA	NA	Oxalobacteraceae	Collimonas
Oxalobacter formigenes	847	Bacteria	NA	NA	Oxalobacteraceae	Oxalobacter
Eikenella exigua	2528037	Bacteria	NA	NA	Neisseriaceae	Eikenella
Tropheryma whipplei	2039	Bacteria	Terrabacteria group	NA	Tropherymataceae	Tropheryma
Glutamicibacter mishrai	1775880	Bacteria	Terrabacteria group	NA	Micrococcaceae	Glutamicibacter
Mycolicibacterium madagascariense	212765	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Tsukamurella tyrosinosolvens	57704	Bacteria	Terrabacteria group	NA	Tsukamurellaceae	Tsukamurella
Streptomyces libani	68043	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces hundungensis	1077946	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Actinomyces pacaensis	1852377	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Pseudonocardia broussonetiae	2736640	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Pseudonocardia
Bifidobacterium adolescentis	1680	Bacteria	Terrabacteria group	NA	Bifidobacteriaceae	Bifidobacterium
Streptococcus pyogenes	1314	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Staphylococcus hominis	1290	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Bacillus sp. BD59S	2499213	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Listeria monocytogenes	1639	Bacteria	Terrabacteria group	NA	Listeriaceae	Listeria
Megasphaera hexanoica	1675036	Bacteria	Terrabacteria group	NA	Veillonellaceae	Megasphaera
Romboutsia sp. CE17	2724150	Bacteria	Terrabacteria group	NA	Peptostreptococcaceae	Romboutsia
Parvimonas micra	33033	Bacteria	Terrabacteria group	NA	Peptoniphilaceae	Parvimonas
Thermus sp. CCB_US3_UF1	1111069	Bacteria	Terrabacteria group	NA	Thermaceae	Thermus
Calothrix sp. PCC 7507	99598	Bacteria	Terrabacteria group	NA	Calotrichaceae	Calothrix
Prevotella histicola	470565	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Prevotella veroralis	28137	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Prevotella sp. E9-3	2913621	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Prevotella multiformis	282402	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Prevotella fusca	589436	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Chitinophaga sp. MD30B	2849666	Bacteria	FCB group	NA	Chitinophagaceae	Chitinophaga
Candidatus Minimicrobia vallesae	2841264	Bacteria	Bacteria candidate phyla	NA	NA	Candidatus Minimicrobia
Candidatus Nanosynbacter sp. HMT-352	2899133	Bacteria	Bacteria candidate phyla	NA	Candidatus Nanosynbacteraceae	Candidatus Nanosynbacter
Thermosipho ferrireducens	2571116	Bacteria	NA	NA	Fervidobacteriaceae	Thermosipho
Candidatus Nitrosocosmicus oleophilus	1353260	Archaea	TACK group	NA	Nitrososphaeraceae	Candidatus Nitrosocosmicus
Emiliania huxleyi virus 86	181082	Viruses	Varidnaviria	Bamfordvirae	Phycodnaviridae	Coccolithovirus
Pichia kudriavzevii	4909	Eukaryota	Opisthokonta	Fungi	Pichiaceae	Pichia
Eimeria praecox	51316	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Toxoplasma gondii	5811	Eukaryota	Sar	NA	Sarcocystidae	Toxoplasma
Phytophthora plurivora	639000	Eukaryota	Sar	NA	Peronosporaceae	Phytophthora
Buttiauxella agrestis	82977	Bacteria	NA	NA	Enterobacteriaceae	Buttiauxella
Brenneria goodwinii	1109412	Bacteria	NA	NA	Pectobacteriaceae	Brenneria
Pseudomonas rhodesiae	76760	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Stutzerimonas stutzeri	316	Bacteria	NA	NA	Pseudomonadaceae	Stutzerimonas
Acinetobacter schindleri	108981	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Psychrobacter sp. G	571800	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
Sinorhizobium sp. BG8	2613773	Bacteria	NA	NA	Rhizobiaceae	Sinorhizobium
Bosea sp. F3-2	2599640	Bacteria	NA	NA	Boseaceae	Bosea
Bosea sp. RAC05	1842539	Bacteria	NA	NA	Boseaceae	Bosea
Methylosinus sp. C49	2699395	Bacteria	NA	NA	Methylocystaceae	Methylosinus
Profundibacter amoris	2171755	Bacteria	NA	NA	Paracoccaceae	Profundibacter
Brevundimonas vesicularis	41276	Bacteria	NA	NA	Caulobacteraceae	Brevundimonas
Delftia sp. Cs1-4	742013	Bacteria	NA	NA	Comamonadaceae	Delftia
