"path_03"	"X770286.BAL.LUL.Inv.V1"	"X770328.BAL.RML.Inv.V1"	"X770328.BAL.RUL.Inv.V2"	"X770341.BAL.RUL.inv.V1"	"X770341.BAL.RUL.Inv.V1"	"X770359.BAL.RLL.Inv.V1"	"X770359.BAL.RLL.Inv.V2"	"X770365.BAL.RUL.Inv.V1"	"X770384.BAL.LUL.Inv.V1"	"X770389.BAL.RML.Inv.V1"	"X770396.BAL.RUL.Inv.V1"	"X770396.UNIV.0234.BAL.RML.Inv.V2"	"X770402.BAL.RUL.Inv.V1"	"X770402.BAL.RUL.Inv.V2"	"X770406.BAL.LLL.Inv.V1"	"X770418.BAL.LUL.Inv.V1"	"X770420.BAL.LUL.inv.V1"	"X770450.BAL.LLL.inv.V1"	"X770464.BAL.LLL.Inv.V1"	"X770467.BAL.RML.Inv.V1"	"X770468.BAL.Lingula.Inv.V1"	"X770468.BAL.RML.inv.V1"	"X770468.BAL.RML.Inv.V2"	"X770471.BAL.RML.Inv.V1"	"X770473.BAL.RLL.Inv.V1"	"X770476.BAL.RML.Inv.V1"	"X770478.BAL.RUL.Inv.V1"	"X770483.BAL.RUL.Inv.V1"	"X770483.BAL.RUL.Inv.V2"	"X770485.BAL.RML.Inv.V2"	"X770485.NYU.2829.BAL.Right.inv.V3"	"X770492.BAL.LUL.Inv.V1"	"X770493.BAL.LUL.Inv.V1"	"X770505.BAL.RML.Inv.V1"	"X770505.BAL.RUL.Inv.V2"	"X770513.BAL.RUL.Inv.V1"	"X770530.BAL.LUL.Inv.V1"	"X770543.BAL.RLL.Inv.V1"	"X770548.BAL.LLL.Inv.V1"	"X770551.BAL.RUL.Inv.V1"	"X770553.BAL.LUL.Inv.V1"	"X770559.BAL.RUL.Inv.V2"	"X770569.BAL.RLL.Inv.V1"	"X770572.BAL.RLL.Inv.V1"	"X770595.BAL.RLL.Inv.V1"	"X770596.BAL.RUL.Inv.V1"	"X770602.BAL.LLL.Inv.V1"	"X770610.BAL.LUL.Inv.V1"	"X770616.BAL.RML.Inv.V1"	"X770618.BAL.RUL.Inv.V1"	"X770633.BAL.RUL.Inv.V1"	"X770634.BAL.Lingula.Uninv.V1"	"X770634.BAL.RML.Inv.V1"	"X770635.BAL.RML.Inv.V1"	"X770637.BAL.RML.Inv.V1"	"X770642.BAL.Lingula.Inv.V1"	"X770653.BAL.LUL.Inv.V1"	"X770660.BAL.Lingula.Inv.V1"	"X770665.BAL.RUL.Inv.V1"	"X770666.BAL.Lingula.Inv.V1"	"X770668.BCI.0007.BAL.LUL.Inv.V1"	"X770676.BCI.0008.BAL.LUL.Inv.V1"	"X770682.BAL.RUL.INV.V1"	"X770688.BAL.LLL.Inv.V1"	"X770693.BAL.RUL.Inv.V1"	"X770697.BAL.RUL.Inv.V1"	"X770702.BAL.RUL.Inv.V1"	"X770704.BAL.LUL.Inv.V1"	"X770705.BAL.Lingula.Inv.V1"	"X770708.BAL.RUL.Inv.V1"	"X770713.BAL.RUL.Inv.V1"	"X770733.BAL.LUL.Inv.V1"	"X770745.BAL.RUL.Inv.V1"	"X770750.BAL.RLL.Inv.V1"	"X770753.BAL.RLL.Inv.V1"	"X770755.BAL.RLL.Inv.V1"	"X770758.BAL.RUL.INV.V1"	"X770761.BAL.RUL.Inv.V1"	"X770767.BAL.RML.Inv.V2"	"X770767.BAL.RUL.Inv.V1"	"X770767.BKG.V1"	"X770767.Supraglottic.V1"	"X770777.BAL.RUL.Inv.V1"	"X770777.BKG.V1"	"X770777.Supraglottic.V1"	"X770779.BAL.RML.Inv.V2"	"X770779.BAL.RUL.Inv.V1"	"X770779.BKG.V2"	"X770779.Supraglottic.V1"	"X770779.Supraglottic.V2"	"X770780.BAL.LUL.Inv.V1"	"X770780.Supraglottic.V1"	"X770785.BAL.RUL.Inv.V1"	"X770785.Supraglottic.V1"	"X770798.BAL.LUL.Inv.V1"	"X770798.Supraglottic.V1"	"X770800.LC2790.BAL.RUL.Inv.V1"	"X770800.LC2790.BKG.V1"	"X770800.LC2790.Supraglottic.V1"	"X770803.BAL.RUL.Inv.V1"	"X770805.BAL.RLL.Inv.V1"	"X770808.BCI.0016.BAL.RML.Inv.V1"	"X770842.BAL.RML.Inv.V1"	"X770842.BKG.V1"	"X770842.Supraglottic.V1"	"X770844.BAL.RLL.Inv.V1"	"X770844.BKG.V1"	"X770844.Supraglottic.V1"	"X770861.BAL.RUL.Inv.V1"	"X770861.BKG.V1"	"X770861.Supraglottic.V1"	"X770862.BCI.0017.BAL.RML.Inv.V1"	"X770862.BCI.0017.Supraglottic.V1"	"X770863.BAL.Lingula.Inv.V1"	"X770863.Supraglottic.V1"	"X770864.BAL.RML.Inv.V1"	"X770864.Supraglottic.V1"	"X770870.BAL.RML.Inv.V1"	"X770870.Supraglottic.V1"	"X770882.LCL.011.BAL.RUL.Inv.V1"	"X770882.LCL.011.Supraglottic.V1"	"X770920.BCI.019.BAL.RUL.Inv.V1"	"X770925.BAL.RLL.Inv.V1"	"X770927.BAL.RUL.Inv.V1"	"X770929.BAL.RML.Inv.V1"	"X770944.BAL.RML.Inv.V1"	"X770944.BKG.V1"	"X770944.Supraglottic.V1"	"X770946.BAL.RML.Inv.V1"	"X770946.BKG.V1"	"X770946.Supraglottic.V1"	"X770947.BAL.RML.Inv.V1"	"X770947.BKG.V1"	"X770947.Supraglottic.V1"	"X770955.BAL.RML.Inv.V1"	"X770962.BAL.RLL.Inv.V1"	"X770962.Supraglottic.V1"	"X770973.BAL.LUL.Inv.V1"	"X770978.BAL.RUL.Inv.V1"	"UNIV.0042.BAL.RUL.Inv.V1"	"UNIV.0044.BAL.RUL.Inv.V1"	"UNIV.0172.BAL.RLL.Inv.V1"	"UNIV.0311.LC.BAL.RLL.Inv.V1"	"UNIV.0384.BAL.LLL.Inv.V1"	"UNIV.0402.BAL.RML.UnInv.V1"	"UNIV.0419.BAL.LUL.Inv.V1"
"Other PX domain-containing proteins"	362	1540	4994	0	17902	1330	1294	5024	4	3158	132	1098	2924	0	2792	4440	70	84	9767	3124	1194	3812	464	4686	1654	282	2588	2072	8	1788	66	1048	2448	2922	4338	538	0	12	860	1304	1720	2	1916	0	662	368	3372	1150	1428	1612	174	2794	4680	2188	16	1430	738	1294	1580	4160	2160	2076	1648	114	1984	1536	1070	1212	12	986	3058	1650	2260	2686	550	2128	2318	770	918	2210	0	0	4060	0	284	108	46	0	0	0	3364	0	3162	0	96	0	68	0	442	80	34	2210	68	0	0	662	0	32	48	0	0	1108	6	1361	174	996	57	28	92	8	0	848	1038	320	244	1434	0	36	2686	0	0	808	0	0	1926	408	8	44	2188	1026	1158	4	838	0	0	302
"Other SH2 and SH3-containing proteins"	19300	31822	64314	2	12855	35338	33054	86318	27790	51489	10750	36765	69728	534	62812	22164	5998	20098	41881	57651	33663	56157	24322	4198	33126	15068	45123	58605	6282	46270	25910	33090	46932	28182	60162	30926	12396	39302	35936	30372	25563	27892	43874	30375	54417	19206	34938	30744	29680	14754	46162	19108	50302	47376	292	60472	2402	43210	1852	46756	27528	25242	144164	11028	28666	51219	23514	88672	8036	14302	45298	141048	58157	20186	73736	50352	56302	62203	19930	30220	14	2282	24228	0	21564	5144	33069	2	480	0	78266	11520	41583	102	22150	222	40288	0	19204	47687	4490	58938	23465	0	948	27391	0	944	22368	0	510	21306	216	54983	62414	31332	18734	45463	23102	6866	8	42781	18610	55316	9614	35249	0	18794	49736	0	1904	52461	0	0	48300	14452	6504	13523	55828	42286	71691	10760	36426	5123	10382	40580
"Other WDR domain-containing proteins"	63594	106603	51426	0	11008	87897	46172	72804	36256	55736	14668	28753	51596	944	20392	41490	44290	33049	70272	91995	66635	56030	17370	29626	23192	11266	33372	40551	127107	53660	21952	36562	115096	24147	31587	42782	43220	61131	55483	49265	69191	32446	46868	50588	61734	24813	54348	15802	31256	17347	59675	29570	79507	38101	382	40763	2890	44386	9658	124495	24716	44078	57154	22126	53493	54490	49602	59500	14816	56656	108865	157589	70774	47845	75488	78358	88995	47403	38536	75609	0	814	57530	0	3360	5931	29644	8	48	0	22008	872	101543	232	10678	48	48447	0	7874	50808	10948	125538	29604	0	248	56308	4	600	65336	2	284	26912	104	28925	6224	77770	1526	25224	1828	2736	44	38841	34684	53774	14740	25374	0	3008	55775	8	162	53742	0	104	37354	26566	204	60314	55235	30594	79230	4328	30444	3586	22	35278
"Other autophagy associated proteins"	319791	237384	299269	2022	40442	195476	236866	362442	126015	237007	123181	198389	295005	1550	132748	93423	151944	76247	341138	335124	169613	277400	191454	84247	181636	91999	291315	244906	227153	88472	49212	195990	234948	191296	358743	155934	98311	113301	153877	230654	181026	105952	281019	91545	207946	136582	169363	155111	132742	180165	243219	100108	149932	305986	30304	114532	17772	216627	67500	346565	181319	140128	644352	42167	225310	208312	179572	475349	62204	118385	223908	757928	253076	177487	196001	291787	393236	191194	176283	213191	6	2514	169164	0	28142	30192	144102	8	826	0	179747	7612	242774	214	90418	882	144424	0	49190	257740	56680	326072	120517	8	1406	148668	14	1502	164890	0	1188	121922	1390	205629	86871	131404	30650	125772	31714	28656	2124	254284	135683	148808	46848	279799	10	27232	243853	4	4622	157244	0	1412	306868	116457	2878	160233	361846	152214	491456	65269	123658	49492	5458	215860
"Other basic domains"	29350	8998	8570	346	5770	22244	11530	14712	5404	12786	8232	9989	13332	90	2642	14683	4834	10816	26196	22045	5248	19360	8130	1830	4934	3060	10438	17758	250	27714	3014	4950	42245	15094	13336	7248	1368	32151	12438	5890	20440	20782	10506	9336	12160	5240	16116	2534	10871	3984	22950	6804	23406	20640	856	11696	2684	11576	36097	35098	6572	14354	15820	386	19078	19922	5390	11592	4940	5176	35522	29964	16716	2190	22006	23524	34824	22568	6394	29974	0	20	16968	0	362	2626	5590	2	8	4	7688	224	27759	0	5700	0	5844	0	1686	9914	1132	35968	1110	0	30	21354	4	150	10452	0	0	11094	0	8310	1994	21975	2868	5398	288	544	0	16462	6014	10858	2562	10842	0	2908	15670	0	8	15899	0	0	12318	2212	0	3782	14606	5350	14000	4	4468	2008	1152	2388
"Other carbon fixation pathways"	52263	31602	35352	6	4282	22860	9038	48580	7479	14664	22548	44875	17650	638	10872	14692	13857	14294	25386	22722	13286	14790	26728	22288	32448	976	19265	16888	7283	6914	6912	29738	13006	26562	26048	19258	3622	24402	5008	20381	15206	10914	32136	10930	27875	21312	13712	9976	9506	9772	25858	7674	16518	18702	38	21822	1036	22459	588	29292	12800	9032	74770	3026	16570	9590	39552	50301	5602	4938	18116	131078	26870	12210	33816	19244	25666	13598	6888	13994	4	220	17216	0	1182	5928	25480	4	6	20	5478	134	31828	0	21192	20	24170	2	1024	41754	4098	38158	14326	0	0	6644	20	28	42397	12	14	4806	0	11064	1577	19254	1310	5614	504	2206	0	16796	11962	11488	1310	34196	8	1844	24747	12	10	14372	8	0	18374	14504	104	14340	58922	5848	45244	188	3182	17860	50	26673
"Other cilium assembly proteins"	3214	5258	3730	4	4950	20010	25565	24348	3163	21526	14262	7508	24376	5764	5996	31416	694	13442	26365	21864	14114	22693	3488	5940	3818	692	22341	14036	554	14652	5866	3914	49266	12102	25822	8842	6234	3158	29412	18446	20737	23819	16210	11478	23330	7820	16302	8564	13952	8542	42744	14902	17901	7974	20	12826	340	15538	276	47202	15972	19918	7150	2416	17856	16378	24500	23789	1354	21994	44796	48300	23946	18616	13224	37442	37402	10015	14978	28510	0	10	14026	0	360	1740	11090	0	6	0	4536	172	21206	0	2870	2	14804	0	2452	24856	2224	34344	9886	0	0	23948	4	0	12979	0	6	13096	8	12866	1252	21086	420	11096	606	8	0	13507	8540	22078	2290	8668	0	208	34903	0	6	14962	0	0	8816	10088	0	8392	14874	21786	33254	4838	15698	744	176	9552
"Other components"	796391	750533	459550	7494	85193	421892	322405	904038	188667	410514	308022	460324	445866	29866	320443	340889	269230	250446	564290	559472	327863	552621	261509	158466	391585	167077	555902	515235	229119	362704	128665	362983	405580	329444	817518	353778	172714	203494	275308	368023	381504	297825	755944	190481	560364	261766	307908	185185	273126	301008	606615	215462	393722	548600	12114	305233	30162	499818	102519	718220	339755	271812	1117900	71142	381062	500779	436003	1052106	83198	224455	500101	1672568	730313	326183	611447	545238	632110	570314	287529	554163	4	8942	301563	0	72560	50178	206918	0	854	4	253990	16224	448038	3240	181192	980	389814	16	109377	750631	98348	731778	291235	2	4470	287627	14	2014	434069	0	1996	230852	1666	272909	198758	424257	53887	332134	62842	30594	1396	514352	333790	345833	71046	629101	0	105268	646841	4	9278	353410	10	100	611206	173552	8968	303053	916725	351700	746622	71403	252877	77751	18460	603048
"Other factors with a suspected DNA repair function"	43648	50712	24166	0	9034	21035	18662	65621	5276	24124	19632	10970	44573	14567	7527	17378	19404	20477	42689	23037	13058	23378	13478	3298	15759	5197	24314	35357	15920	19454	6302	20972	22850	30398	28904	19066	12262	17112	10018	74000	23376	3588	23988	18862	37327	11230	22850	8226	13466	16692	51092	15486	19394	39865	462	14672	904	16314	2812	37398	25672	15851	62864	1064	21621	17674	13636	49478	13940	6964	28674	86452	38154	29191	30382	28282	46573	62930	14622	27820	0	490	23668	0	1204	3648	6876	0	0	0	11810	550	21446	412	18046	6	18632	0	3898	28162	4578	60991	10886	0	24	15648	6	40	23186	0	42	13900	0	14052	3772	23276	1556	14420	1588	2218	188	31634	15550	27548	3034	34594	0	1740	23789	4	0	14892	0	0	19788	24790	380	10008	42908	17040	35216	7912	3634	4896	22	21100
"Other glycan degradation"	30285	12576	4266	0	806	11696	23700	36008	5958	15294	8422	8514	17350	0	11300	9221	18408	4832	77210	19794	16406	42144	37900	10904	8756	5603	56340	29592	3633	5956	3484	8247	15040	24488	70259	9860	830	21794	6616	26518	9928	4204	29506	5126	12502	15022	11964	6328	9754	17511	12358	5440	9015	53868	26	12714	270	32919	8074	44943	3660	9486	21988	1434	11694	17050	7128	75327	7818	11436	22944	35984	10694	5950	1590	31022	13294	12202	8616	20648	8	70	8644	0	346	560	6928	0	0	0	5416	20	17018	8	4304	0	9262	0	1314	24452	2262	8890	2056	8	0	7520	0	216	14062	0	14	8162	0	6256	2639	11612	902	7044	735	668	0	13206	10581	8836	3534	43108	4	840	43962	0	0	10514	0	0	38859	250	0	7178	70621	3644	103332	788	22424	736	70	28932
"Other glycosyltransferases"	86	4904	1370	274	26	4266	4738	4124	1708	3872	4266	1008	1094	0	626	11988	5119	4172	2274	7348	5566	10818	19416	860	2498	948	3212	6624	0	28	946	1422	15310	2442	16886	5240	26	1278	6982	6614	7379	3624	5172	6	4286	2816	7930	1018	2732	7515	3776	1096	2570	1252	50	4748	496	1732	4	9504	13508	6098	2764	0	8890	5112	18640	7510	12	544	10588	20076	6170	3424	858	12010	12762	252	3022	5554	0	72	7130	0	164	2	2354	0	2	0	690	216	6636	0	2120	20	114	0	836	1198	404	10878	2872	0	0	8188	4	2	3682	0	26	4564	2	2342	436	13298	194	518	32	52	0	7174	6008	5120	58	2090	0	0	7874	0	0	2826	2	0	1946	574	98	454	8988	410	9354	4	1298	7374	0	2866
"Other lim domain-containing proteins"	910	2595	10558	0	8300	4062	1804	3212	4446	4846	576	2726	256	0	566	2486	20723	3891	190	29482	7006	2252	22	8	9450	1824	1166	5138	6	1138	10802	570	6322	1168	6038	1824	8	358	5758	2983	4128	3340	7521	552	3114	480	3832	1766	4688	9159	15606	6962	6844	6188	0	4860	342	502	372	7698	9042	6164	5116	200	1968	7840	17370	4124	208	1014	6354	22986	2810	4656	16364	6632	822	1534	4302	17240	0	2460	3102	0	55528	0	3036	0	96	0	11731	41412	6966	114	3248	202	13106	0	32774	19858	1810	5144	262	0	2966	3838	2	2900	3086	0	704	2194	982	3600	119256	6574	15796	18002	46755	324	16	11821	4794	4766	5132	2386	0	51676	4686	4	3284	18012	0	70	1006	5153	4808	11356	6660	228	7650	8	80	766	0	3926
"Other lyases"	1852	12	7636	0	752	1360	12674	2166	162	4516	238	1724	294	0	816	410	5324	464	134	1336	134	2228	1698	4	2726	8	2802	1174	0	0	4	1050	1868	76	396	632	336	454	10892	1018	4318	6612	1339	4	3764	1926	3526	1112	366	0	4264	912	1024	636	4	3852	108	730	2	17538	1272	3028	13764	474	25530	8380	934	5698	0	3124	728	15292	96	1070	3646	2390	590	3928	26031	8094	0	0	3024	0	0	314	1592	0	0	0	4	0	110	0	192	0	6150	0	0	7018	102	110	4669	0	0	17050	0	0	732	0	0	50421	0	2664	70	3536	0	12	4	20	0	3824	2752	2636	14	2344	0	0	1962	0	0	392	0	0	1334	1770	0	1696	4768	20	3930	0	1882	0	0	2300
"Other maturation factors"	268	12	0	0	0	386	208	34	0	666	8	70	208	0	0	10	286	0	0	164	278	42	0	0	4	0	32	96	0	0	12	52	74	14	0	804	0	0	188	354	120	0	48	0	30	4	342	68	308	62	40	492	46	64	20	12	0	1344	0	12	8	362	86	4	238	204	64	848	0	742	34	3768	400	0	0	130	10	0	32	18	0	0	16	0	0	4	486	0	0	0	26	0	152	0	0	0	400	0	0	0	0	1962	8	0	0	52	0	0	0	0	16	142	0	178	14	0	24	0	0	8	0	238	8	24	928	222	0	0	446	0	0	32	0	0	168	0	0	0	60	2	94	0	0	0	4	2045
"Other motile cilia associated proteins"	13905	50843	52123	1184	5784	157863	59098	29410	26734	65128	23708	13200	77037	72	3240	47011	32112	67020	18340	115529	49958	100144	19207	1586	5984	7254	10882	21638	12974	33706	18082	11338	278476	25373	63287	25304	42070	56199	98220	61319	109436	49130	20370	41441	76397	28678	84634	9336	32670	12666	104267	48094	96773	14798	586	24902	336	30789	9257	137789	81102	63086	46746	8928	65825	95195	26000	8740	882	21542	190387	209250	23902	21185	52428	113540	121095	101245	38204	142156	0	50	34450	0	122	3654	49724	0	64	0	16094	174	162332	158	13950	0	49836	0	10560	102476	11062	169684	18596	0	32	107764	0	6	61278	0	4	43659	0	39760	818	160993	2272	28384	24	400	12	31838	32877	76750	10592	7158	0	76	81202	0	4	61390	0	0	7814	18621	76	42734	20246	27550	47489	474	32184	3119	74	18194
"Other peptidases"	0	0	4	0	0	0	0	0	80	82	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	20	8	12	0	60	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	4	0	0	0	0	12	0	0	0	0	0	0	132	290	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	2	0	4	52	0	0	8	0	6	0	0	60	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	444	0	10	0	0	0	4
"Other primary cilia associated proteins"	117995	371583	184104	1414	14108	221444	166889	169689	59570	148822	82024	96389	229352	2362	66488	136469	53924	172251	156993	266682	149625	247878	84281	39792	101790	59555	130413	160550	23203	153768	42490	76566	446431	137869	277224	114704	74656	141394	214561	153589	186407	84395	161912	96679	126841	80748	175336	50538	105577	85034	296718	90496	230398	186067	3485	137134	6936	133705	22595	304562	212151	135198	321658	21682	113764	259543	108682	212094	8848	75506	355913	538817	177466	129620	194206	256059	298214	243517	142322	334215	0	450	155142	0	4910	12848	119956	0	160	2	91576	5464	367256	30	54454	18	140678	12	37325	263828	27182	373756	108442	56	484	216157	16	118	145595	0	480	133048	220	125001	15388	312444	7266	73278	5504	9470	8	111100	99043	207701	30953	131265	0	5432	206256	12	604	179287	2	40	119576	68825	760	94160	204587	121538	250416	11866	63184	37977	9560	155416
"Other ribosome biogenesis factors"	8792	25674	17094	8	8938	21258	13096	44237	16826	20998	11096	19734	45262	0	8208	8358	2684	8224	13722	31979	8542	16446	21151	8012	11166	672	12098	15850	1186	3006	1818	21632	15486	7632	21858	13059	7260	16136	16750	20732	13874	9060	37052	11438	15963	14460	18346	9594	11088	12342	20272	11640	9217	44005	112	20768	546	14628	614	26936	14586	10960	55350	1326	10800	25842	6078	27976	5698	12776	18540	50416	11834	7775	24702	17681	41479	19132	8070	17858	0	82	9576	0	966	5644	9487	0	30	0	24290	224	15331	18	6332	0	15144	0	1896	38352	2650	40356	11733	4	80	10080	0	56	6056	0	138	9650	4	12756	1538	22308	356	46100	828	3288	44	15612	7556	14907	3210	12150	0	830	18108	4	468	12446	0	0	13268	4198	42	17241	28340	14446	26234	1726	6750	156	198	19784
"Other snoRNA"	5008	31730	14514	0	6356	3706	57830	47746	5962	67024	59109	3442	10682	0	10842	16772	22868	10347	18445	21547	4760	29179	18654	18956	6792	6200	39712	16346	5784	19256	7338	1080	45170	20282	197878	12034	732	9886	94834	39205	60122	52332	63786	0	8294	31610	13848	1604	12528	2846	32498	18130	7416	23990	0	500	4	42150	28066	60064	27494	19828	6072	246	15488	8278	8240	106496	2186	73956	13174	14178	474	19986	7202	39200	2898	2550	22912	132552	0	0	10638	0	788	212	314	0	0	0	1704	648	4823	0	1846	2	2196	0	3503	10494	730	2474	2146	0	8	121057	0	16	5170	0	80	30794	0	872	1182	5918	2196	2406	194	272	84	25682	1218	45246	1424	31214	0	2558	9876	0	0	17872	0	34	7032	800	140	2684	12367	14744	5432	14	86664	0	0	19982
"Other thrombospondin domain-containing proteins"	0	1370	2	4	0	4	8	0	0	86	256	10	14	0	4	0	0	0	0	36	0	92	44	0	0	16	0	172	0	2206	4	0	462	0	1034	32	12	2	12	0	1152	0	4	0	0	0	170	2	422	330	20	0	0	0	12	0	2	0	4	300	0	96	0	2	0	50	0	14	0	0	550	14	4	0	0	12	2	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	2	0	138	0	0	0	0	4	4	0	2	0	0	412	0	0	4	0	0	122	0	338	36	0	16	4	0	28	0	198	0	52	4	4	0	2	368	0	0	4	0	0	0	0	0	36	50	4	42	0	684	0	4	6
"Other transcription factors"	172461	209854	115871	390	75247	87258	120602	219209	53443	115127	81089	116256	126969	322	85582	66078	53912	49990	190996	121848	64627	149374	75032	50196	116633	37886	162753	155483	41542	98512	19240	104739	121430	81142	197644	104666	28338	32408	153807	108365	78071	58484	144243	43094	87841	92692	90791	60655	66730	68226	141699	49652	88815	187306	1894	68152	42866	130278	29760	189815	83719	66722	210268	9824	110530	129663	102163	265178	67528	78219	115870	291463	154043	136154	97318	143301	181331	103646	115684	127268	0	2370	99078	0	13784	20368	66056	0	642	0	75849	7680	135715	114	36126	210	66266	0	32373	160656	35174	161520	121631	4	250	86347	10	1152	99416	4	690	98740	96	73385	47003	93790	16620	75866	7942	11056	740	129279	60303	80085	15459	128301	0	15612	117387	4	508	78232	0	414	172666	53025	1346	99837	188070	100076	203517	10548	48300	19404	2720	116194
"Other types of O-glycan biosynthesis"	42049	54071	97996	12	4796	41844	64210	75986	22457	53180	24430	35727	42712	20	23302	30318	31892	33804	34665	92407	24637	52790	30779	10422	31937	18316	72172	42001	9664	35034	18492	40810	73842	23253	94560	24347	13580	21048	30830	46707	46799	60220	42240	22159	58911	23414	55372	14110	40212	40623	59302	27328	49436	77960	158	66492	6936	34328	13139	96458	40671	56746	82078	10606	23866	52814	18092	92198	1130	32322	69688	128180	74873	50335	94258	75154	108293	71542	30724	59074	0	520	28476	0	19880	5894	14866	2	130	0	24098	5409	46287	444	16331	234	27386	0	19556	47502	8386	63944	36299	0	544	47946	12	1212	45869	8	454	42100	978	22048	55374	33292	11924	25630	14334	1382	16	100123	64516	30512	13432	44176	0	22244	57936	0	1812	28461	4	1168	56248	12992	1242	27887	78719	12978	102276	1436	32777	1934	64	43096
"Other zinc finger domain-containing proteins"	25336	40580	17328	1478	3200	25520	22114	46427	12578	22606	24036	29948	44470	1222	63458	13872	1952	20984	39436	27143	22620	34041	25480	6562	17308	16633	45226	33460	51101	33542	2110	36628	53574	28582	57688	21398	15122	10854	32028	24496	32357	14080	43711	8874	26950	14070	18704	12120	15490	9725	35268	18650	27029	37096	957	16652	2150	26440	5784	45948	28284	20984	64294	4338	28398	35056	28632	59564	18696	19496	48098	84718	31690	6524	33674	40902	52860	77321	21480	39562	0	236	13138	0	1620	3950	20202	0	4	0	9594	528	37904	22	6594	0	15670	4	3284	37620	4468	36154	19632	0	58	24434	8	28	25919	0	56	19780	0	17933	3414	44702	3228	14770	1628	1656	0	35796	8280	26336	4292	36670	0	1236	41103	0	242	28388	0	2	42783	13474	68	11992	43108	17818	54836	102	5070	6409	8	49166
"Others"	1627628	2094733	1341982	19352	467492	1201823	1476622	2218743	1085676	1388897	664637	1099844	1582454	158576	792127	1020798	675157	633416	2531940	2151563	1083065	2203440	1206132	836167	926772	593712	2280717	1900467	535122	1281222	383074	1247066	1399078	1194331	2620136	1045798	469683	1151641	962418	1560465	1435757	1015141	1681186	652358	1724666	935461	1271861	841441	888374	818443	1777637	565726	918501	2577351	22778	916686	107137	1279542	245181	3288946	1055359	975423	2719565	182148	1151280	1656629	1171880	3179380	400952	885600	1911646	4370548	2144834	795105	1432070	2095215	1806838	1419031	1492747	1562289	60	20290	797148	24	106738	168733	1049197	14	6170	50	1111123	34656	1235164	1674	504524	1852	986719	28	185573	1843463	259016	1726886	871049	22	6716	1039062	116	11838	1310651	22	6162	885593	3738	950565	288887	1034056	160907	623814	100214	129302	7540	1729506	1396722	1082579	224293	1797116	22	126456	1919559	72	16074	1112906	12	1298	2146129	437754	13227	881405	2686024	813918	3378524	163744	730906	158794	22080	1466748
"Outer membrane"	133478	114168	81896	848	10940	56913	28502	106027	24365	45966	29982	49496	63395	30	32196	65386	29717	36487	42179	65513	45929	51103	16271	19176	51862	24020	26844	66894	20160	71808	18980	67962	31342	39584	63642	54536	14957	19575	20606	36857	29610	14400	66838	19715	61172	30378	37196	25838	27720	43531	78685	22582	45460	63879	790	41516	4580	37311	964	52486	49383	31298	105972	4479	39763	33840	65944	99904	21478	30688	36806	270934	100436	31247	97996	39088	96785	69476	29748	44508	0	288	23356	0	3008	5262	44528	2	12	0	23716	176	67985	32	17316	68	48801	0	3486	81800	15230	107988	29788	0	328	23794	4	624	43747	0	50	17130	62	30840	5670	48972	1612	50565	2070	5616	0	67875	56490	26105	13696	63237	0	5524	41253	0	88	35952	0	4	39348	17306	420	71661	85144	16474	75302	1204	4562	7950	4	69036
"Ovarian steroidogenesis"	135443	100947	79952	5180	41917	76146	86559	282184	53738	120376	63866	79473	171669	3060	78619	67802	64529	49890	97920	126089	88885	144073	70888	41534	78947	52868	124087	113787	56441	66786	25700	83977	79609	73385	151094	70175	29315	67315	66931	110468	93342	30454	104028	25328	141624	63606	87521	78561	78178	56808	103493	59796	72014	205853	652	112595	35322	103258	19756	177146	73937	67300	143348	19543	73184	88360	46770	252940	20354	47934	94676	346004	177532	40636	83388	112901	96651	80750	85574	104602	16	5298	53612	0	6800	15230	85168	188	1594	1044	71958	1340	88155	748	55538	76	70455	40	10764	131854	14722	125978	55803	24	1244	59650	0	2582	87578	4	1436	58505	1018	70489	16571	59568	28753	34958	5062	5474	200	102625	76956	74152	16151	83119	0	11790	117266	0	1862	65788	12	1352	123623	30056	1286	47304	150682	121022	184507	2860	49918	9376	190	117760
"Oxidative phosphorylation"	321631	342498	217000	5936	13826	209509	85068	595588	125982	212097	117180	259611	293515	1126	137850	101668	104520	97379	208856	368767	140642	207702	129935	89420	180693	53775	147057	248063	88184	146010	92630	179657	118379	110977	289920	187117	87828	91935	62570	203994	148331	66284	199789	177771	340736	129654	142526	96610	108239	133849	317008	121792	169111	256505	1530	269699	4832	221334	39147	299811	258370	119742	757568	62974	123995	190401	255752	484510	55352	111391	157952	1069195	413335	179943	347277	175111	454770	351714	130654	226112	6	5880	189656	0	11192	13206	242236	0	350	3070	110397	3176	359964	970	124911	106	260778	20	22022	426773	60686	487703	165169	12	334	82706	0	1172	204454	686	592	73446	222	136069	35204	163534	8891	229871	9578	23868	1732	242395	194650	176554	69853	285125	0	18042	199042	4	3540	131484	6	10	204304	98833	850	264111	406654	98919	304772	8431	96834	28849	1226	292784
